order_id,user_id,order_date,total_amount,category,status,payment_method,shipping_country
ORD-00000724,USR-000215,2024-12-18,13.22,sports,returned,apple_pay,CA
ORD-00000725,USR-000807,2024-08-23,14.26,sports,returned,paypal,DE
ORD-00000726,USR-000968,2026-06-08,28.46,home,shipped,cod,CA
ORD-00000727,USR-000542,2025-01-17,22.83,apparel,shipped,paypal,US
ORD-00000728,USR-000518,2025-03-28,37.87,sports,delivered,card,DE
ORD-00000729,USR-000187,2026-05-14,31.75,electronics,cancelled,apple_pay,UK
ORD-00000730,USR-000492,2025-07-02,55.38,toys,delivered,card,UK
ORD-00000731,USR-000339,2025-01-16,11.77,toys,returned,paypal,US
ORD-00000732,USR-000965,2024-12-15,10.64,toys,shipped,paypal,FR
ORD-00000733,USR-000353,2024-09-14,80.53,apparel,shipped,apple_pay,UK
ORD-00000734,USR-000346,2025-10-12,16.0,books,shipped,cod,DE
ORD-00000735,USR-000665,2025-08-21,65.67,home,returned,apple_pay,DE
ORD-00000736,USR-000891,2026-01-09,30.78,sports,cancelled,cod,FR
ORD-00000737,USR-000011,2025-01-10,31.39,home,returned,cod,CA
ORD-00000738,USR-000213,2024-11-23,15.54,apparel,shipped,apple_pay,FR
ORD-00000739,USR-000617,2025-01-22,15.83,toys,returned,card,US
ORD-00000740,USR-000676,2024-09-26,10.87,home,cancelled,paypal,DE
ORD-00000741,USR-000282,2025-08-01,9.42,toys,cancelled,paypal,US
ORD-00000742,USR-000088,2025-11-18,26.95,apparel,shipped,cod,US
ORD-00000743,USR-000888,2025-01-04,35.29,electronics,shipped,apple_pay,DE
ORD-00000744,USR-000563,2026-01-24,30.57,books,delivered,card,FR
ORD-00000745,USR-000690,2025-01-01,39.74,home,shipped,apple_pay,DE
ORD-00000746,USR-000470,2025-03-13,22.82,sports,delivered,apple_pay,DE
ORD-00000747,USR-000375,2025-07-27,35.95,home,returned,apple_pay,UK
ORD-00000748,USR-000984,2025-07-16,24.17,books,cancelled,apple_pay,US
ORD-00000749,USR-000913,2025-06-19,3.95,electronics,returned,paypal,FR
ORD-00000750,USR-000728,2024-09-22,32.58,home,cancelled,apple_pay,US
ORD-00000751,USR-000573,2026-02-24,14.8,electronics,cancelled,paypal,UK
ORD-00000752,USR-000147,2026-07-06,20.7,books,shipped,card,DE
ORD-00000753,USR-000666,2025-03-30,4.16,books,shipped,card,UK
ORD-00000754,USR-000853,2025-09-04,64.24,toys,cancelled,apple_pay,CA
ORD-00000755,USR-000062,2025-08-15,37.57,toys,returned,apple_pay,DE
ORD-00000756,USR-000208,2025-07-05,26.59,apparel,shipped,apple_pay,CA
ORD-00000757,USR-000177,2026-03-18,32.96,electronics,cancelled,apple_pay,US
ORD-00000758,USR-000755,2026-08-02,43.91,sports,shipped,apple_pay,US
ORD-00000759,USR-000590,2025-03-15,17.05,toys,delivered,card,UK
ORD-00000760,USR-000736,2026-03-23,39.45,sports,cancelled,card,US
ORD-00000761,USR-000290,2026-03-12,65.28,home,delivered,paypal,CA
ORD-00000762,USR-000926,2026-04-26,13.52,apparel,delivered,card,US
ORD-00000763,USR-000209,2026-06-03,98.56,toys,shipped,apple_pay,FR
ORD-00000764,USR-000728,2025-10-10,20.66,electronics,returned,paypal,DE
ORD-00000765,USR-000438,2024-09-26,26.09,sports,shipped,apple_pay,CA
ORD-00000766,USR-000119,2025-12-15,35.84,electronics,delivered,paypal,FR
ORD-00000767,USR-000086,2026-05-13,4.09,books,delivered,paypal,FR
ORD-00000768,USR-000539,2025-09-28,27.51,apparel,returned,cod,UK
ORD-00000769,USR-000829,2025-01-15,19.96,books,delivered,card,FR
ORD-00000770,USR-000158,2024-08-28,12.69,home,returned,paypal,US
ORD-00000771,USR-000453,2025-02-02,50.36,sports,returned,cod,US
ORD-00000772,USR-000308,2025-08-02,31.58,sports,delivered,card,CA
ORD-00000773,USR-000708,2025-08-15,27.98,books,delivered,cod,UK
ORD-00000774,USR-000037,2025-03-30,4.89,apparel,shipped,paypal,CA
ORD-00000775,USR-000024,2025-08-28,6.3,books,cancelled,cod,US
ORD-00000776,USR-000982,2024-10-22,24.26,books,returned,cod,UK
ORD-00000777,USR-000060,2025-02-20,53.39,home,shipped,apple_pay,DE
ORD-00000778,USR-000156,2026-02-24,36.18,sports,delivered,paypal,DE
ORD-00000779,USR-000983,2025-12-28,46.03,apparel,delivered,apple_pay,DE
ORD-00000780,USR-001000,2025-11-20,64.02,electronics,delivered,cod,DE
ORD-00000781,USR-000891,2025-11-17,23.41,books,cancelled,cod,FR
ORD-00000782,USR-000884,2024-11-08,48.02,toys,shipped,paypal,CA
ORD-00000783,USR-000224,2025-09-26,31.27,sports,delivered,apple_pay,FR
ORD-00000784,USR-000839,2026-04-24,23.05,home,delivered,cod,CA
ORD-00000785,USR-000256,2024-12-31,14.25,apparel,returned,apple_pay,FR
ORD-00000786,USR-000797,2025-08-31,24.16,toys,shipped,paypal,CA
ORD-00000787,USR-000480,2025-06-03,11.71,books,returned,paypal,CA
ORD-00000788,USR-000538,2025-11-07,45.8,books,shipped,apple_pay,FR
ORD-00000789,USR-000969,2025-07-10,18.75,home,delivered,paypal,FR
ORD-00000790,USR-000788,2024-08-25,8.23,sports,delivered,paypal,UK
ORD-00000791,USR-000532,2025-05-24,13.06,books,shipped,cod,CA
ORD-00000792,USR-000406,2024-10-19,25.52,toys,shipped,cod,UK
ORD-00000793,USR-000450,2026-01-13,19.36,sports,cancelled,cod,DE
ORD-00000794,USR-000967,2026-07-01,32.52,electronics,returned,card,CA
ORD-00000795,USR-000040,2025-04-23,21.46,home,cancelled,paypal,FR
ORD-00000796,USR-000453,2026-03-18,23.95,home,cancelled,apple_pay,US
ORD-00000797,USR-000526,2024-09-08,6.17,home,returned,paypal,FR
ORD-00000798,USR-000116,2026-06-19,57.98,toys,returned,card,US
ORD-00000799,USR-000425,2026-03-20,25.87,home,returned,card,CA
ORD-00000800,USR-000899,2025-11-08,20.81,books,shipped,cod,US
ORD-00000801,USR-000802,2024-11-05,18.1,toys,cancelled,cod,UK
ORD-00000802,USR-000932,2025-08-23,7.98,books,shipped,cod,FR
ORD-00000803,USR-000772,2026-03-12,13.62,home,delivered,paypal,UK
ORD-00000804,USR-000899,2025-10-24,40.21,toys,cancelled,apple_pay,UK
ORD-00000805,USR-000868,2025-05-13,31.37,sports,delivered,card,CA
ORD-00000806,USR-000008,2024-10-23,10.34,electronics,shipped,cod,FR
ORD-00000807,USR-000483,2025-05-07,47.3,toys,returned,paypal,DE
ORD-00000808,USR-000817,2025-08-28,26.53,toys,delivered,apple_pay,DE
ORD-00000809,USR-000022,2024-08-28,6.53,books,delivered,cod,UK
ORD-00000810,USR-000034,2025-07-30,25.95,sports,cancelled,card,CA
ORD-00000811,USR-000282,2026-01-26,68.16,books,cancelled,paypal,DE
ORD-00000812,USR-000833,2025-06-24,23.46,sports,shipped,cod,FR
ORD-00000813,USR-000339,2024-11-08,44.81,toys,delivered,apple_pay,CA
ORD-00000814,USR-000609,2025-07-07,51.06,books,returned,cod,FR
ORD-00000815,USR-000338,2024-08-13,5.45,toys,returned,apple_pay,DE
ORD-00000816,USR-000134,2024-10-04,23.65,apparel,delivered,card,DE
ORD-00000817,USR-000991,2024-12-22,14.72,books,cancelled,apple_pay,FR
ORD-00000818,USR-000189,2025-06-07,9.21,sports,shipped,paypal,CA
ORD-00000819,USR-000433,2025-01-11,9.08,books,returned,card,US
ORD-00000820,USR-000055,2024-11-01,85.47,electronics,cancelled,apple_pay,DE
ORD-00000821,USR-000415,2026-02-13,52.28,home,delivered,apple_pay,CA
ORD-00000822,USR-000641,2024-12-09,48.44,electronics,cancelled,apple_pay,CA
ORD-00000823,USR-000807,2026-05-08,28.2,sports,shipped,cod,UK
ORD-00000824,USR-000881,2024-12-22,19.62,books,delivered,paypal,US
ORD-00000825,USR-000941,2025-05-20,16.4,toys,returned,card,US
ORD-00000826,USR-000350,2025-05-08,25.14,toys,delivered,cod,US
ORD-00000827,USR-000692,2026-05-10,68.16,books,delivered,card,DE
ORD-00000828,USR-000123,2024-09-27,15.33,toys,delivered,card,FR
ORD-00000829,USR-000877,2024-10-17,24.68,books,returned,apple_pay,UK
ORD-00000830,USR-000177,2025-11-07,36.53,sports,shipped,apple_pay,CA
ORD-00000831,USR-000247,2026-07-29,24.22,sports,cancelled,cod,DE
ORD-00000832,USR-000005,2025-06-09,7.31,apparel,shipped,apple_pay,CA
ORD-00000833,USR-000177,2024-08-15,19.69,apparel,delivered,paypal,CA
ORD-00000834,USR-000416,2025-02-18,11.99,apparel,returned,cod,DE
ORD-00000835,USR-000746,2025-04-08,13.52,electronics,shipped,apple_pay,DE
ORD-00000836,USR-000065,2024-11-27,20.47,toys,shipped,card,US
ORD-00000837,USR-000850,2025-05-31,52.44,apparel,returned,card,CA
ORD-00000838,USR-000500,2025-09-15,25.17,toys,returned,cod,FR
ORD-00000839,USR-000231,2024-11-07,10.98,toys,delivered,paypal,UK
ORD-00000840,USR-000517,2026-06-24,17.73,toys,returned,cod,UK
ORD-00000841,USR-000554,2024-09-26,21.73,toys,shipped,cod,UK
ORD-00000842,USR-000061,2026-03-30,32.61,home,returned,apple_pay,DE
ORD-00000843,USR-000137,2025-03-13,21.23,toys,cancelled,card,FR
ORD-00000844,USR-000523,2025-07-01,15.57,books,cancelled,cod,DE
ORD-00000845,USR-000592,2025-10-07,6.83,apparel,shipped,apple_pay,UK
ORD-00000846,USR-000784,2024-08-08,14.6,electronics,returned,paypal,DE
ORD-00000847,USR-000627,2024-11-11,17.21,home,returned,paypal,CA
ORD-00000848,USR-000011,2025-02-04,39.34,apparel,returned,apple_pay,US
ORD-00000849,USR-000751,2025-08-06,19.79,sports,cancelled,paypal,CA
ORD-00000850,USR-000279,2024-10-24,20.81,home,delivered,paypal,UK
ORD-00000851,USR-000726,2026-06-26,28.06,toys,delivered,card,UK
ORD-00000852,USR-000861,2025-12-30,41.03,toys,returned,paypal,CA
ORD-00000853,USR-000140,2026-03-02,24.25,home,shipped,paypal,FR
ORD-00000854,USR-000967,2024-11-08,18.35,books,shipped,cod,CA
ORD-00000855,USR-000917,2026-07-03,8.71,electronics,cancelled,paypal,US
ORD-00000856,USR-000037,2025-05-02,16.18,sports,delivered,card,FR
ORD-00000857,USR-000710,2026-04-08,27.6,electronics,cancelled,card,CA
ORD-00000858,USR-000761,2024-11-04,22.45,electronics,shipped,paypal,US
ORD-00000859,USR-000648,2024-12-18,94.61,books,shipped,apple_pay,UK
ORD-00000860,USR-000409,2026-03-24,6.95,books,delivered,apple_pay,DE
ORD-00000861,USR-000225,2026-03-20,20.55,toys,cancelled,card,DE
ORD-00000862,USR-000973,2025-01-03,18.58,books,delivered,cod,UK
ORD-00000863,USR-000379,2025-03-14,46.63,home,shipped,card,UK
ORD-00000864,USR-000502,2025-10-30,37.79,electronics,returned,paypal,DE
ORD-00000865,USR-000297,2026-02-16,65.65,books,cancelled,paypal,UK
ORD-00000866,USR-000744,2025-11-16,79.02,books,shipped,card,CA
ORD-00000867,USR-000618,2025-04-02,13.77,sports,shipped,paypal,US
ORD-00000868,USR-000711,2026-01-11,20.06,apparel,cancelled,cod,UK
ORD-00000869,USR-000818,2026-07-07,20.51,toys,delivered,paypal,UK
ORD-00000870,USR-000012,2025-01-04,19.68,toys,returned,card,DE
ORD-00000871,USR-000662,2026-07-18,24.21,home,returned,paypal,CA
ORD-00000872,USR-000573,2024-10-06,35.3,apparel,delivered,paypal,FR
ORD-00000873,USR-000343,2024-11-16,15.75,sports,returned,paypal,CA
ORD-00000874,USR-000106,2026-06-30,15.13,sports,shipped,cod,UK
ORD-00000875,USR-000211,2026-01-28,10.75,books,cancelled,apple_pay,US
ORD-00000876,USR-000206,2025-11-23,27.21,toys,cancelled,cod,UK
ORD-00000877,USR-000446,2025-02-28,64.34,electronics,delivered,cod,US
ORD-00000878,USR-000526,2026-07-29,24.25,electronics,delivered,card,CA
ORD-00000879,USR-000754,2025-01-08,49.0,electronics,returned,cod,CA
ORD-00000880,USR-000700,2026-03-25,34.83,toys,returned,cod,CA
ORD-00000881,USR-000738,2026-03-08,33.17,toys,shipped,apple_pay,FR
ORD-00000882,USR-000463,2025-08-26,17.21,apparel,returned,cod,US
ORD-00000883,USR-000817,2025-05-17,29.3,books,returned,cod,US
ORD-00000884,USR-000766,2026-05-19,40.58,home,returned,paypal,DE
ORD-00000885,USR-000527,2025-07-06,18.75,home,delivered,cod,DE
ORD-00000886,USR-000815,2024-08-19,40.95,sports,delivered,cod,UK
ORD-00000887,USR-000938,2024-09-25,42.0,books,delivered,card,UK
ORD-00000888,USR-000359,2025-09-04,124.88,toys,cancelled,cod,DE
ORD-00000889,USR-000985,2025-09-02,27.88,sports,shipped,paypal,FR
ORD-00000890,USR-000452,2026-04-21,96.81,toys,cancelled,paypal,FR
ORD-00000891,USR-000967,2025-04-20,31.68,sports,returned,apple_pay,US
ORD-00000892,USR-000567,2025-12-19,10.92,home,returned,cod,US
ORD-00000893,USR-000608,2025-03-15,28.21,books,shipped,cod,UK
ORD-00000894,USR-000252,2025-03-11,44.11,books,returned,apple_pay,FR
ORD-00000895,USR-000220,2025-11-03,24.7,toys,cancelled,card,CA
ORD-00000896,USR-000246,2024-10-26,67.76,sports,cancelled,cod,FR
ORD-00000897,USR-000976,2024-10-24,30.83,electronics,cancelled,paypal,UK
ORD-00000898,USR-000258,2026-07-19,26.69,electronics,delivered,paypal,US
ORD-00000899,USR-000703,2024-11-24,20.51,electronics,returned,card,US
ORD-00000900,USR-000534,2025-03-09,26.3,home,returned,apple_pay,DE
ORD-00000901,USR-000438,2025-06-28,38.89,sports,cancelled,cod,UK
ORD-00000902,USR-000471,2026-07-10,9.27,apparel,delivered,cod,US
ORD-00000903,USR-000191,2025-10-04,108.08,sports,cancelled,apple_pay,FR
ORD-00000904,USR-000808,2025-08-08,19.68,toys,delivered,card,US
ORD-00000905,USR-000807,2025-02-11,38.46,books,shipped,paypal,CA
ORD-00000906,USR-000382,2024-10-22,9.29,toys,returned,card,US
ORD-00000907,USR-000835,2025-04-26,15.12,toys,delivered,card,CA
ORD-00000908,USR-000601,2026-04-18,6.48,electronics,delivered,card,US
ORD-00000909,USR-000071,2024-08-23,14.34,home,returned,card,FR
ORD-00000910,USR-000095,2025-04-15,75.16,sports,delivered,apple_pay,FR
ORD-00000911,USR-000582,2025-12-27,35.44,sports,cancelled,card,UK
ORD-00000912,USR-000345,2025-07-02,20.32,books,returned,cod,US
ORD-00000913,USR-000495,2026-04-24,28.42,electronics,cancelled,card,DE
ORD-00000914,USR-000941,2025-02-09,21.98,books,shipped,paypal,CA
ORD-00000915,USR-000077,2026-05-16,37.99,home,shipped,paypal,US
ORD-00000916,USR-000577,2024-10-27,24.29,home,returned,paypal,DE
ORD-00000917,USR-000262,2025-09-18,26.58,apparel,delivered,paypal,DE
ORD-00000918,USR-000808,2025-12-19,10.33,home,delivered,cod,UK
ORD-00000919,USR-000503,2025-12-26,31.53,apparel,returned,card,US
ORD-00000920,USR-000556,2025-11-11,77.35,toys,shipped,paypal,US
ORD-00000921,USR-000187,2025-02-21,14.79,toys,returned,paypal,US
ORD-00000922,USR-000440,2025-06-03,38.25,home,cancelled,cod,FR
ORD-00000923,USR-000674,2025-12-25,52.11,apparel,delivered,cod,US
ORD-00000924,USR-000585,2024-12-24,11.45,apparel,cancelled,paypal,US
ORD-00000925,USR-000067,2025-03-12,13.63,books,delivered,cod,UK
ORD-00000926,USR-000795,2025-04-08,26.29,home,returned,card,FR
ORD-00000927,USR-000719,2026-06-22,6.61,apparel,cancelled,card,FR
ORD-00000928,USR-000861,2025-01-25,14.14,home,cancelled,apple_pay,FR
ORD-00000929,USR-000897,2025-11-01,9.15,apparel,cancelled,card,DE
ORD-00000930,USR-000848,2025-09-16,15.26,books,shipped,apple_pay,FR
ORD-00000931,USR-000670,2024-08-14,11.67,books,cancelled,card,UK
ORD-00000932,USR-000147,2025-07-16,43.81,home,cancelled,cod,DE
ORD-00000933,USR-000930,2024-11-13,21.74,electronics,cancelled,cod,DE
ORD-00000934,USR-000771,2024-08-24,21.25,books,cancelled,paypal,US
ORD-00000935,USR-000099,2026-04-04,9.82,home,returned,paypal,FR
ORD-00000936,USR-000646,2026-02-17,19.6,home,returned,apple_pay,FR
ORD-00000937,USR-000929,2026-04-21,60.68,books,returned,cod,US
ORD-00000938,USR-000124,2026-01-23,40.71,toys,returned,cod,US
ORD-00000939,USR-000787,2025-04-18,9.73,electronics,cancelled,cod,FR
ORD-00000940,USR-000609,2026-08-03,36.85,apparel,delivered,cod,UK
ORD-00000941,USR-000388,2025-02-26,10.82,sports,cancelled,card,CA
ORD-00000942,USR-000065,2025-09-03,24.44,apparel,shipped,apple_pay,CA
ORD-00000943,USR-000281,2024-09-16,15.13,electronics,cancelled,cod,US
ORD-00000944,USR-000001,2024-11-12,27.08,books,cancelled,cod,US
ORD-00000945,USR-000464,2025-06-28,13.43,apparel,cancelled,paypal,US
ORD-00000946,USR-000641,2025-07-27,13.1,electronics,cancelled,paypal,US
ORD-00000947,USR-000193,2025-05-11,42.19,home,returned,card,UK
ORD-00000948,USR-000628,2024-08-12,18.19,electronics,shipped,card,US
ORD-00000949,USR-000620,2024-10-17,45.73,home,shipped,card,UK
ORD-00000950,USR-000931,2026-07-27,80.14,home,delivered,cod,FR
ORD-00000951,USR-000228,2025-06-13,94.42,toys,returned,cod,FR
ORD-00000952,USR-000781,2025-06-21,29.08,home,delivered,paypal,US
ORD-00000953,USR-000951,2025-07-28,20.92,toys,delivered,card,US
ORD-00000954,USR-000984,2025-04-10,8.88,electronics,returned,apple_pay,DE
ORD-00000955,USR-000532,2025-07-02,93.13,sports,shipped,apple_pay,UK
ORD-00000956,USR-000517,2024-12-26,7.73,home,shipped,cod,CA
ORD-00000957,USR-000786,2026-01-21,39.97,books,shipped,paypal,DE
ORD-00000958,USR-000844,2026-03-28,30.62,home,shipped,paypal,UK
ORD-00000959,USR-000208,2025-02-09,19.63,sports,shipped,card,UK
ORD-00000960,USR-000048,2025-02-22,17.08,books,shipped,cod,CA
ORD-00000961,USR-000008,2026-05-19,69.89,sports,returned,cod,DE
ORD-00000962,USR-000726,2024-11-05,27.37,home,returned,card,CA
ORD-00000963,USR-000057,2026-03-19,30.57,apparel,shipped,cod,FR
ORD-00000964,USR-000369,2024-09-04,28.2,toys,shipped,cod,CA
ORD-00000965,USR-000098,2025-06-25,29.81,home,delivered,apple_pay,UK
ORD-00000966,USR-000226,2025-03-13,9.48,home,cancelled,apple_pay,CA
ORD-00000967,USR-000606,2024-11-21,58.01,home,cancelled,cod,UK
ORD-00000968,USR-000278,2026-01-25,47.42,books,returned,card,US
ORD-00000969,USR-000700,2024-08-13,42.33,electronics,cancelled,cod,CA
ORD-00000970,USR-000638,2026-02-13,19.85,apparel,delivered,card,US
ORD-00000971,USR-000765,2025-09-18,9.37,electronics,cancelled,apple_pay,FR
ORD-00000972,USR-000615,2024-08-18,24.12,books,cancelled,cod,US
ORD-00000973,USR-000752,2025-01-07,26.43,sports,returned,card,CA
ORD-00000974,USR-000119,2025-02-26,16.57,sports,cancelled,paypal,DE
ORD-00000975,USR-000448,2025-01-01,27.24,electronics,shipped,card,CA
ORD-00000976,USR-000172,2026-01-20,15.13,sports,delivered,apple_pay,DE
ORD-00000977,USR-000212,2024-10-22,63.82,sports,returned,apple_pay,DE
ORD-00000978,USR-000483,2025-12-20,41.76,apparel,returned,card,CA
ORD-00000979,USR-000413,2025-08-22,9.17,home,returned,card,US
ORD-00000980,USR-000689,2024-12-08,60.4,toys,shipped,paypal,FR
ORD-00000981,USR-000873,2025-06-28,7.2,books,shipped,card,FR
ORD-00000982,USR-000849,2026-01-21,25.3,books,shipped,cod,FR
ORD-00000983,USR-000810,2025-04-17,14.71,sports,cancelled,paypal,FR
ORD-00000984,USR-000211,2025-02-21,8.24,toys,returned,paypal,US
ORD-00000985,USR-000922,2026-03-24,17.37,sports,delivered,apple_pay,FR
ORD-00000986,USR-000361,2025-07-10,8.75,home,shipped,apple_pay,FR
ORD-00000987,USR-000831,2025-01-29,46.82,books,delivered,card,FR
ORD-00000988,USR-000674,2025-01-09,4.77,sports,cancelled,card,CA
ORD-00000989,USR-000991,2025-02-12,17.73,sports,shipped,cod,FR
ORD-00000990,USR-000699,2026-04-23,34.82,sports,cancelled,card,US
ORD-00000991,USR-000706,2024-11-07,20.87,home,cancelled,apple_pay,FR
ORD-00000992,USR-000955,2025-03-23,17.93,electronics,returned,paypal,US
ORD-00000993,USR-000214,2025-08-24,41.91,toys,returned,apple_pay,FR
ORD-00000994,USR-000509,2025-08-23,12.86,sports,returned,cod,DE
ORD-00000995,USR-000375,2026-07-15,27.87,books,returned,card,CA
ORD-00000996,USR-000854,2026-04-13,35.28,home,delivered,apple_pay,CA
ORD-00000997,USR-000794,2025-11-26,57.29,books,cancelled,paypal,DE
ORD-00000998,USR-000806,2026-02-06,24.24,electronics,delivered,cod,DE
ORD-00000999,USR-000118,2026-05-28,20.72,apparel,delivered,card,CA
ORD-00001000,USR-000625,2024-12-07,12.39,apparel,cancelled,apple_pay,CA
ORD-00001001,USR-000768,2026-05-26,24.51,apparel,cancelled,card,US
ORD-00001002,USR-000003,2026-04-20,61.52,sports,delivered,cod,UK
ORD-00001003,USR-000846,2026-05-04,21.74,home,delivered,apple_pay,DE
ORD-00001004,USR-000230,2025-01-16,39.16,sports,returned,cod,DE
ORD-00001005,USR-000683,2024-08-27,13.61,apparel,returned,card,US
ORD-00001006,USR-000821,2026-07-08,15.26,electronics,returned,apple_pay,CA
ORD-00001007,USR-000691,2024-12-19,13.24,sports,returned,paypal,UK
ORD-00001008,USR-000934,2026-06-21,32.27,toys,returned,paypal,CA
ORD-00001009,USR-000787,2025-02-15,57.28,apparel,delivered,apple_pay,UK
ORD-00001010,USR-000695,2025-05-24,57.71,sports,returned,paypal,CA
ORD-00001011,USR-000748,2025-10-05,48.89,books,returned,apple_pay,DE
ORD-00001012,USR-000521,2024-12-26,28.05,toys,returned,card,US
ORD-00001013,USR-000951,2025-08-21,39.18,books,returned,paypal,UK
ORD-00001014,USR-000513,2025-08-02,43.03,electronics,shipped,cod,UK
ORD-00001015,USR-000279,2024-10-27,20.78,sports,returned,cod,UK
ORD-00001016,USR-000609,2026-06-17,9.06,home,cancelled,cod,DE
ORD-00001017,USR-000395,2026-05-18,54.1,toys,cancelled,cod,US
ORD-00001018,USR-000358,2025-04-13,15.29,toys,shipped,apple_pay,DE
ORD-00001019,USR-000929,2026-05-14,15.86,apparel,shipped,apple_pay,US
ORD-00001020,USR-000794,2026-05-13,18.32,electronics,delivered,apple_pay,FR
ORD-00001021,USR-000626,2026-01-10,8.98,toys,cancelled,apple_pay,US
ORD-00001022,USR-000243,2026-01-22,16.73,home,delivered,cod,FR
ORD-00001023,USR-000008,2024-11-18,17.78,electronics,cancelled,cod,FR
ORD-00001024,USR-000194,2024-12-19,9.41,electronics,returned,cod,UK
ORD-00001025,USR-001000,2024-10-07,4.11,toys,cancelled,card,UK
ORD-00001026,USR-000106,2025-12-20,12.5,electronics,returned,cod,CA
ORD-00001027,USR-000207,2025-11-09,21.94,home,returned,cod,US
ORD-00001028,USR-000254,2024-12-03,10.5,books,returned,apple_pay,US
ORD-00001029,USR-000344,2026-01-18,41.37,toys,cancelled,card,US
ORD-00001030,USR-000899,2024-09-09,13.44,sports,returned,card,DE
ORD-00001031,USR-000824,2026-01-26,27.82,books,cancelled,card,DE
ORD-00001032,USR-000307,2024-08-16,58.74,toys,returned,paypal,FR
ORD-00001033,USR-000202,2024-11-25,20.41,home,returned,paypal,UK
ORD-00001034,USR-000024,2025-12-04,58.86,toys,shipped,cod,US
ORD-00001035,USR-000191,2025-03-01,19.19,home,returned,cod,US
ORD-00001036,USR-000493,2026-07-14,51.91,apparel,shipped,paypal,CA
ORD-00001037,USR-000905,2026-08-08,67.55,electronics,shipped,cod,DE
ORD-00001038,USR-000260,2024-12-23,15.49,books,cancelled,card,CA
ORD-00001039,USR-000932,2025-12-16,65.98,books,returned,card,UK
ORD-00001040,USR-000939,2025-09-10,70.01,apparel,returned,card,US
ORD-00001041,USR-000644,2025-11-19,45.16,toys,cancelled,card,US
ORD-00001042,USR-000839,2025-09-16,22.4,apparel,returned,paypal,FR
ORD-00001043,USR-000698,2025-05-07,33.54,toys,cancelled,paypal,US
ORD-00001044,USR-000234,2026-02-20,3.82,home,returned,paypal,DE
ORD-00001045,USR-000953,2025-01-08,89.36,toys,delivered,apple_pay,UK
ORD-00001046,USR-000636,2026-04-10,14.21,apparel,delivered,paypal,US
ORD-00001047,USR-000888,2026-03-11,15.75,books,shipped,cod,UK
ORD-00001048,USR-000252,2024-11-07,33.56,sports,cancelled,apple_pay,UK
ORD-00001049,USR-000274,2025-03-25,69.36,toys,cancelled,paypal,US
ORD-00001050,USR-000205,2026-01-21,36.21,sports,delivered,card,UK
ORD-00001051,USR-000163,2025-01-30,21.2,apparel,shipped,paypal,UK
ORD-00001052,USR-000871,2024-12-30,58.05,apparel,shipped,card,DE
ORD-00001053,USR-000612,2025-05-11,29.79,home,cancelled,card,CA
ORD-00001054,USR-000700,2025-09-25,13.61,apparel,delivered,paypal,FR
ORD-00001055,USR-000366,2025-11-18,11.3,home,delivered,card,UK
ORD-00001056,USR-000132,2024-12-23,8.4,books,shipped,card,DE
ORD-00001057,USR-000956,2026-05-07,27.31,apparel,cancelled,card,US
ORD-00001058,USR-000581,2025-08-14,52.07,books,cancelled,cod,CA
ORD-00001059,USR-000938,2026-01-24,25.41,sports,returned,paypal,FR
ORD-00001060,USR-000831,2026-06-11,27.7,home,cancelled,apple_pay,CA
ORD-00001061,USR-000539,2025-11-01,46.23,apparel,shipped,cod,CA
ORD-00001062,USR-000881,2025-10-24,61.0,electronics,returned,apple_pay,CA
ORD-00001063,USR-000601,2025-07-24,24.69,home,cancelled,cod,DE
ORD-00001064,USR-000793,2025-12-28,26.33,toys,delivered,apple_pay,UK
ORD-00001065,USR-000606,2025-03-30,25.47,toys,cancelled,apple_pay,UK
ORD-00001066,USR-000760,2025-12-28,24.62,toys,cancelled,card,UK
ORD-00001067,USR-000525,2026-04-13,28.72,apparel,cancelled,card,FR
ORD-00001068,USR-000586,2026-01-08,13.65,sports,cancelled,card,CA
ORD-00001069,USR-000940,2026-05-25,17.09,sports,cancelled,apple_pay,UK
ORD-00001070,USR-000616,2025-03-10,70.03,electronics,cancelled,apple_pay,FR
ORD-00001071,USR-000524,2025-03-26,35.02,electronics,returned,cod,UK
ORD-00001072,USR-000308,2025-03-30,16.63,toys,returned,cod,UK
ORD-00001073,USR-000382,2025-12-29,27.36,home,delivered,paypal,CA
ORD-00001074,USR-000527,2025-10-18,16.03,toys,shipped,cod,FR
ORD-00001075,USR-000482,2025-08-07,28.26,apparel,cancelled,apple_pay,UK
ORD-00001076,USR-000615,2024-12-24,11.83,sports,returned,apple_pay,US
ORD-00001077,USR-000447,2026-04-23,21.97,books,cancelled,cod,DE
ORD-00001078,USR-000121,2025-10-07,12.77,electronics,cancelled,card,CA
ORD-00001079,USR-000796,2026-05-07,22.03,books,delivered,cod,UK
ORD-00001080,USR-000127,2024-11-30,77.14,toys,returned,cod,UK
ORD-00001081,USR-000203,2025-01-07,32.82,apparel,returned,card,US
ORD-00001082,USR-000348,2025-08-11,16.28,books,shipped,apple_pay,UK
ORD-00001083,USR-000365,2025-09-09,30.62,home,returned,paypal,US
ORD-00001084,USR-000435,2025-12-01,31.39,toys,returned,cod,DE
ORD-00001085,USR-000522,2024-10-26,42.99,home,delivered,card,FR
ORD-00001086,USR-000428,2026-07-03,12.4,home,cancelled,cod,FR
ORD-00001087,USR-000329,2025-05-27,34.89,toys,returned,paypal,CA
