transaction_id,customer_id,transaction_date,amount,merchant_category,transaction_type,currency,status
TXN-00001463,CUST-000046,2024-09-10,18.01,utilities,credit,GBP,completed
TXN-00001464,CUST-000677,2026-07-06,18.48,electronics,debit,GBP,pending
TXN-00001465,CUST-000945,2025-02-13,60.99,entertainment,transfer,USD,completed
TXN-00001466,CUST-000350,2025-05-28,75.1,entertainment,credit,GBP,failed
TXN-00001467,CUST-000771,2024-10-24,19.09,utilities,credit,GBP,pending
TXN-00001468,CUST-000435,2026-05-10,41.71,healthcare,credit,USD,pending
TXN-00001469,CUST-000479,2025-02-14,15.51,healthcare,credit,EUR,failed
TXN-00001470,CUST-000405,2024-12-27,13.84,electronics,transfer,EUR,failed
TXN-00001471,CUST-000830,2025-03-12,15.16,entertainment,credit,USD,pending
TXN-00001472,CUST-000474,2026-05-05,12.29,utilities,transfer,USD,pending
TXN-00001473,CUST-000060,2026-04-27,37.29,healthcare,transfer,EUR,completed
TXN-00001474,CUST-000452,2026-05-31,5.06,electronics,credit,EUR,completed
TXN-00001475,CUST-000233,2024-10-24,40.84,healthcare,transfer,USD,completed
TXN-00001476,CUST-000118,2026-03-04,42.95,healthcare,credit,GBP,pending
TXN-00001477,CUST-000043,2026-06-12,36.41,utilities,credit,EUR,completed
TXN-00001478,CUST-000695,2026-01-12,35.1,travel,credit,USD,completed
TXN-00001479,CUST-000520,2026-05-18,28.28,travel,debit,EUR,failed
TXN-00001480,CUST-000381,2025-07-02,136.47,grocery,transfer,EUR,pending
TXN-00001481,CUST-000147,2026-07-17,79.22,electronics,transfer,USD,completed
TXN-00001482,CUST-000378,2025-06-26,72.21,healthcare,transfer,GBP,failed
TXN-00001483,CUST-000803,2026-05-23,39.27,travel,credit,GBP,completed
TXN-00001484,CUST-000673,2025-09-21,54.69,utilities,debit,USD,completed
TXN-00001485,CUST-000579,2026-05-11,33.49,healthcare,transfer,EUR,failed
TXN-00001486,CUST-000751,2025-06-10,93.85,utilities,transfer,GBP,pending
TXN-00001487,CUST-000325,2025-08-16,4.8,electronics,debit,EUR,completed
TXN-00001488,CUST-000819,2026-04-09,58.89,dining,credit,GBP,completed
TXN-00001489,CUST-000710,2026-06-23,8.76,dining,credit,USD,pending
TXN-00001490,CUST-000574,2026-05-26,36.26,utilities,credit,GBP,completed
TXN-00001491,CUST-000460,2026-07-01,55.15,entertainment,debit,GBP,completed
TXN-00001492,CUST-000796,2025-09-01,58.98,entertainment,credit,EUR,pending
TXN-00001493,CUST-000121,2025-06-30,12.28,travel,transfer,EUR,failed
TXN-00001494,CUST-000903,2025-11-04,16.34,healthcare,transfer,EUR,failed
TXN-00001495,CUST-000104,2026-07-09,24.44,grocery,debit,GBP,failed
TXN-00001496,CUST-000941,2024-10-09,25.39,travel,credit,GBP,failed
TXN-00001497,CUST-000248,2025-05-23,46.07,entertainment,credit,GBP,failed
TXN-00001498,CUST-000632,2026-03-23,66.19,dining,credit,EUR,failed
TXN-00001499,CUST-000138,2025-06-23,105.59,healthcare,transfer,USD,completed
TXN-00001500,CUST-000918,2025-11-19,51.25,electronics,credit,USD,failed
TXN-00001501,CUST-000740,2026-07-24,295.5,grocery,debit,EUR,pending
TXN-00001502,CUST-000350,2025-03-07,9.16,healthcare,transfer,GBP,pending
TXN-00001503,CUST-000293,2024-10-13,23.18,travel,debit,USD,failed
TXN-00001504,CUST-000904,2025-07-01,35.23,healthcare,credit,USD,pending
TXN-00001505,CUST-000292,2025-01-27,17.38,dining,credit,USD,completed
TXN-00001506,CUST-000296,2025-10-05,74.73,healthcare,debit,USD,failed
TXN-00001507,CUST-000286,2025-09-05,17.79,entertainment,transfer,USD,completed
TXN-00001508,CUST-000613,2026-05-22,43.46,grocery,credit,USD,pending
TXN-00001509,CUST-000209,2025-01-13,27.61,travel,credit,EUR,completed
TXN-00001510,CUST-000734,2025-07-19,205.17,dining,credit,EUR,pending
TXN-00001511,CUST-000089,2024-09-29,47.46,electronics,debit,GBP,completed
TXN-00001512,CUST-000745,2024-12-03,21.9,utilities,transfer,GBP,completed
TXN-00001513,CUST-000724,2025-10-02,59.62,travel,transfer,GBP,failed
TXN-00001514,CUST-000037,2026-05-12,14.25,entertainment,debit,GBP,completed
TXN-00001515,CUST-000272,2024-10-27,30.58,travel,transfer,EUR,pending
TXN-00001516,CUST-000135,2026-01-31,8.65,travel,transfer,USD,completed
TXN-00001517,CUST-000429,2025-04-25,64.54,utilities,transfer,USD,failed
TXN-00001518,CUST-000358,2025-12-10,31.09,travel,credit,USD,pending
TXN-00001519,CUST-000685,2025-08-24,29.94,dining,transfer,EUR,failed
TXN-00001520,CUST-000493,2024-11-23,23.12,entertainment,credit,EUR,pending
TXN-00001521,CUST-000334,2026-05-23,18.12,travel,credit,EUR,failed
TXN-00001522,CUST-000117,2026-07-26,23.39,travel,credit,EUR,failed
TXN-00001523,CUST-000422,2026-07-30,43.15,electronics,transfer,USD,pending
TXN-00001524,CUST-000063,2025-06-24,37.57,utilities,credit,EUR,pending
TXN-00001525,CUST-000829,2024-08-18,29.01,grocery,credit,EUR,failed
TXN-00001526,CUST-000225,2025-06-25,9.86,electronics,credit,EUR,completed
TXN-00001527,CUST-000587,2025-03-09,100.59,entertainment,transfer,USD,failed
TXN-00001528,CUST-000626,2025-07-26,18.33,grocery,transfer,USD,pending
TXN-00001529,CUST-000093,2025-10-12,58.98,electronics,transfer,USD,failed
TXN-00001530,CUST-000051,2025-05-19,34.47,travel,debit,GBP,pending
TXN-00001531,CUST-000881,2024-09-26,50.46,travel,credit,EUR,pending
TXN-00001532,CUST-000221,2025-08-15,36.48,grocery,debit,USD,failed
TXN-00001533,CUST-000105,2025-06-30,33.44,grocery,debit,EUR,pending
TXN-00001534,CUST-000025,2025-05-22,6.5,travel,debit,EUR,failed
TXN-00001535,CUST-000127,2025-10-05,66.05,dining,debit,GBP,pending
TXN-00001536,CUST-000883,2026-07-29,119.45,dining,debit,USD,failed
TXN-00001537,CUST-000851,2026-05-27,67.11,grocery,transfer,GBP,pending
TXN-00001538,CUST-000199,2026-05-29,65.36,utilities,debit,EUR,pending
TXN-00001539,CUST-000470,2024-11-18,19.02,utilities,transfer,EUR,pending
TXN-00001540,CUST-000299,2024-09-13,29.24,dining,transfer,EUR,pending
TXN-00001541,CUST-000292,2026-07-18,109.79,travel,credit,USD,pending
TXN-00001542,CUST-000746,2026-02-27,26.24,healthcare,transfer,USD,pending
TXN-00001543,CUST-000230,2026-07-10,36.95,entertainment,debit,EUR,pending
TXN-00001544,CUST-000489,2025-12-09,42.21,electronics,debit,GBP,completed
TXN-00001545,CUST-000098,2026-07-02,36.8,dining,transfer,USD,completed
TXN-00001546,CUST-000145,2024-12-02,14.58,healthcare,transfer,GBP,completed
TXN-00001547,CUST-000061,2026-07-05,54.09,electronics,transfer,EUR,completed
TXN-00001548,CUST-000038,2026-07-13,18.85,dining,debit,EUR,failed
TXN-00001549,CUST-000215,2026-02-26,182.16,healthcare,credit,EUR,failed
TXN-00001550,CUST-000242,2024-11-02,14.3,healthcare,transfer,GBP,failed
TXN-00001551,CUST-000084,2025-05-01,90.62,grocery,credit,USD,completed
TXN-00001552,CUST-000166,2026-05-21,34.16,travel,credit,USD,completed
TXN-00001553,CUST-000907,2026-08-01,29.21,entertainment,transfer,EUR,completed
TXN-00001554,CUST-000767,2026-07-31,80.05,grocery,credit,USD,pending
TXN-00001555,CUST-000302,2024-11-28,20.83,electronics,transfer,GBP,completed
TXN-00001556,CUST-000145,2025-02-06,13.27,entertainment,transfer,GBP,pending
TXN-00001557,CUST-000532,2024-08-27,43.46,travel,credit,GBP,failed
TXN-00001558,CUST-000873,2026-03-01,58.03,electronics,credit,USD,completed
TXN-00001559,CUST-000482,2025-07-08,24.1,utilities,debit,GBP,pending
TXN-00001560,CUST-000339,2025-08-12,7.51,healthcare,debit,USD,pending
TXN-00001561,CUST-000652,2025-10-03,36.78,utilities,debit,USD,pending
TXN-00001562,CUST-000292,2026-03-06,39.13,healthcare,credit,EUR,failed
TXN-00001563,CUST-000555,2024-10-31,42.25,healthcare,debit,USD,failed
TXN-00001564,CUST-000222,2025-01-26,21.98,grocery,debit,GBP,failed
TXN-00001565,CUST-000661,2026-01-05,57.12,entertainment,transfer,GBP,pending
TXN-00001566,CUST-000990,2024-12-18,51.37,travel,debit,USD,completed
TXN-00001567,CUST-000094,2026-02-25,153.07,travel,debit,EUR,completed
TXN-00001568,CUST-000332,2025-05-13,27.28,electronics,transfer,USD,completed
TXN-00001569,CUST-000574,2024-08-13,17.32,utilities,credit,EUR,pending
TXN-00001570,CUST-000859,2025-09-06,35.31,healthcare,debit,USD,failed
TXN-00001571,CUST-000854,2026-01-19,23.2,dining,transfer,EUR,pending
TXN-00001572,CUST-000712,2024-08-08,116.8,healthcare,credit,GBP,pending
TXN-00001573,CUST-000183,2026-05-07,11.86,dining,transfer,EUR,failed
TXN-00001574,CUST-000435,2026-06-09,13.57,travel,credit,EUR,completed
TXN-00001575,CUST-000956,2026-03-23,28.0,grocery,transfer,EUR,pending
TXN-00001576,CUST-000097,2025-01-10,33.24,electronics,debit,GBP,pending
TXN-00001577,CUST-000658,2025-11-28,32.12,utilities,transfer,EUR,pending
TXN-00001578,CUST-000641,2024-09-10,8.0,grocery,transfer,EUR,failed
TXN-00001579,CUST-000648,2026-07-06,30.7,utilities,transfer,GBP,completed
TXN-00001580,CUST-000040,2024-08-30,20.85,utilities,debit,GBP,failed
TXN-00001581,CUST-000182,2026-05-29,59.51,dining,debit,USD,pending
TXN-00001582,CUST-000653,2025-02-20,50.47,entertainment,transfer,EUR,completed
TXN-00001583,CUST-000671,2026-03-31,38.83,entertainment,transfer,EUR,failed
TXN-00001584,CUST-000174,2026-07-22,127.45,electronics,transfer,USD,failed
TXN-00001585,CUST-000413,2026-03-31,23.44,grocery,debit,USD,failed
TXN-00001586,CUST-000152,2025-05-31,46.67,dining,debit,EUR,failed
TXN-00001587,CUST-000204,2025-11-29,51.34,utilities,transfer,USD,pending
TXN-00001588,CUST-000281,2024-11-07,36.39,dining,transfer,GBP,completed
TXN-00001589,CUST-000580,2025-08-19,66.8,grocery,debit,EUR,failed
TXN-00001590,CUST-000642,2025-06-21,54.95,electronics,credit,USD,failed
TXN-00001591,CUST-000966,2026-06-23,3.91,utilities,debit,GBP,failed
TXN-00001592,CUST-000136,2025-02-19,21.78,electronics,debit,EUR,completed
TXN-00001593,CUST-000579,2026-05-20,23.88,travel,credit,USD,completed
TXN-00001594,CUST-000303,2025-10-22,18.37,grocery,credit,EUR,failed
TXN-00001595,CUST-000373,2026-04-28,18.56,dining,transfer,GBP,completed
TXN-00001596,CUST-000038,2026-05-02,146.62,travel,transfer,GBP,completed
TXN-00001597,CUST-000720,2026-03-17,25.62,utilities,credit,USD,pending
TXN-00001598,CUST-000717,2026-03-27,52.27,healthcare,debit,EUR,completed
TXN-00001599,CUST-000479,2024-08-28,35.28,dining,debit,EUR,failed
TXN-00001600,CUST-000331,2025-08-07,24.98,healthcare,debit,EUR,failed
TXN-00001601,CUST-000108,2024-09-08,129.0,grocery,debit,EUR,pending
TXN-00001602,CUST-000343,2024-09-09,3.29,travel,credit,EUR,completed
TXN-00001603,CUST-000479,2025-08-07,42.9,dining,transfer,EUR,failed
TXN-00001604,CUST-000590,2026-06-25,89.31,dining,debit,EUR,failed
TXN-00001605,CUST-000383,2024-10-19,43.28,dining,credit,USD,completed
TXN-00001606,CUST-000782,2025-02-27,12.97,electronics,transfer,EUR,failed
TXN-00001607,CUST-000030,2025-01-30,19.05,electronics,transfer,GBP,failed
TXN-00001608,CUST-000204,2026-05-07,138.98,travel,debit,GBP,pending
TXN-00001609,CUST-000808,2024-08-30,10.83,entertainment,credit,EUR,pending
TXN-00001610,CUST-000170,2024-09-14,28.26,travel,debit,EUR,pending
TXN-00001611,CUST-000083,2025-02-27,24.15,travel,transfer,GBP,pending
TXN-00001612,CUST-000006,2025-10-14,31.58,dining,transfer,GBP,pending
TXN-00001613,CUST-000716,2026-01-23,15.68,dining,credit,GBP,completed
TXN-00001614,CUST-000782,2025-12-03,84.3,electronics,debit,EUR,pending
TXN-00001615,CUST-000920,2026-08-03,13.27,entertainment,credit,GBP,pending
TXN-00001616,CUST-000547,2026-05-21,10.5,utilities,transfer,USD,completed
TXN-00001617,CUST-000907,2025-03-03,62.9,electronics,credit,EUR,failed
TXN-00001618,CUST-000843,2025-05-18,28.46,travel,debit,EUR,completed
TXN-00001619,CUST-000046,2025-06-23,16.41,electronics,credit,GBP,completed
TXN-00001620,CUST-000436,2025-12-03,16.51,utilities,credit,USD,pending
TXN-00001621,CUST-000982,2025-11-16,24.79,grocery,credit,USD,pending
TXN-00001622,CUST-000703,2026-04-19,83.76,dining,debit,USD,pending
TXN-00001623,CUST-000132,2025-05-13,39.11,dining,debit,EUR,failed
TXN-00001624,CUST-000983,2025-08-11,49.62,grocery,credit,EUR,pending
TXN-00001625,CUST-000760,2026-01-03,52.69,entertainment,credit,GBP,pending
TXN-00001626,CUST-000800,2025-06-23,31.36,healthcare,credit,USD,completed
TXN-00001627,CUST-000435,2026-05-09,35.54,utilities,debit,USD,completed
TXN-00001628,CUST-000346,2026-06-01,16.69,healthcare,transfer,EUR,pending
TXN-00001629,CUST-000050,2026-05-22,31.49,entertainment,credit,EUR,pending
TXN-00001630,CUST-000052,2026-01-07,181.83,electronics,credit,EUR,failed
TXN-00001631,CUST-000304,2026-03-15,21.07,dining,debit,EUR,pending
TXN-00001632,CUST-000305,2026-04-08,52.55,electronics,transfer,USD,failed
TXN-00001633,CUST-000757,2026-01-30,27.86,healthcare,debit,USD,failed
TXN-00001634,CUST-000149,2025-02-10,45.63,electronics,credit,EUR,failed
TXN-00001635,CUST-000633,2025-05-08,4.42,entertainment,transfer,GBP,failed
TXN-00001636,CUST-000470,2025-08-09,12.99,grocery,debit,GBP,failed
TXN-00001637,CUST-000654,2025-06-17,53.36,healthcare,transfer,USD,pending
TXN-00001638,CUST-000950,2025-08-25,43.33,dining,debit,USD,failed
TXN-00001639,CUST-000264,2025-03-08,107.97,grocery,credit,USD,completed
TXN-00001640,CUST-000585,2025-09-06,20.68,healthcare,transfer,USD,failed
TXN-00001641,CUST-000819,2025-08-08,7.76,travel,credit,EUR,failed
TXN-00001642,CUST-000706,2024-09-26,56.16,utilities,debit,GBP,pending
TXN-00001643,CUST-000932,2024-12-10,17.96,grocery,credit,USD,completed
TXN-00001644,CUST-000801,2025-08-12,28.93,electronics,credit,GBP,failed
TXN-00001645,CUST-000326,2026-05-15,16.23,utilities,credit,USD,completed
TXN-00001646,CUST-000627,2025-11-09,12.05,entertainment,credit,GBP,pending
TXN-00001647,CUST-000651,2025-02-07,44.04,dining,transfer,USD,pending
TXN-00001648,CUST-000349,2026-01-20,8.2,travel,credit,GBP,pending
TXN-00001649,CUST-000216,2025-10-23,34.93,dining,credit,EUR,completed
TXN-00001650,CUST-000677,2025-08-08,49.95,electronics,debit,USD,failed
TXN-00001651,CUST-000543,2024-12-12,25.7,electronics,credit,GBP,pending
TXN-00001652,CUST-000031,2025-01-06,10.61,healthcare,credit,GBP,pending
TXN-00001653,CUST-000426,2025-02-12,32.57,healthcare,debit,EUR,failed
TXN-00001654,CUST-000972,2025-09-30,37.27,travel,transfer,EUR,failed
TXN-00001655,CUST-000419,2024-10-07,25.54,healthcare,credit,EUR,pending
TXN-00001656,CUST-000646,2024-12-03,19.33,dining,debit,EUR,pending
TXN-00001657,CUST-000775,2025-01-04,24.91,dining,debit,USD,pending
TXN-00001658,CUST-000296,2025-01-14,94.59,utilities,debit,EUR,failed
TXN-00001659,CUST-000669,2026-05-05,27.3,travel,transfer,USD,failed
TXN-00001660,CUST-000230,2026-04-10,8.98,grocery,transfer,GBP,failed
TXN-00001661,CUST-000419,2025-08-26,81.92,travel,debit,GBP,failed
TXN-00001662,CUST-000484,2026-04-14,63.53,healthcare,debit,USD,pending
TXN-00001663,CUST-000378,2026-06-10,49.52,dining,transfer,USD,pending
TXN-00001664,CUST-000136,2024-11-05,15.7,travel,transfer,GBP,pending
TXN-00001665,CUST-000248,2025-09-23,33.13,healthcare,credit,USD,completed
TXN-00001666,CUST-000474,2024-08-25,45.95,utilities,debit,GBP,failed
TXN-00001667,CUST-000417,2025-07-11,28.4,utilities,transfer,USD,failed
TXN-00001668,CUST-000796,2026-04-01,55.98,entertainment,transfer,USD,pending
TXN-00001669,CUST-000832,2025-01-09,15.11,entertainment,debit,EUR,pending
TXN-00001670,CUST-000734,2026-07-17,161.12,dining,credit,USD,completed
TXN-00001671,CUST-000150,2025-12-04,56.02,utilities,debit,EUR,pending
TXN-00001672,CUST-000673,2024-08-12,55.34,grocery,credit,GBP,failed
TXN-00001673,CUST-000076,2026-01-15,27.19,entertainment,debit,EUR,pending
TXN-00001674,CUST-000303,2026-07-02,48.81,dining,transfer,EUR,failed
TXN-00001675,CUST-000282,2025-02-13,57.0,travel,transfer,EUR,completed
TXN-00001676,CUST-000227,2026-03-01,109.44,utilities,credit,EUR,failed
TXN-00001677,CUST-000163,2025-06-10,37.85,utilities,credit,GBP,pending
TXN-00001678,CUST-000159,2026-06-14,99.19,travel,transfer,EUR,pending
TXN-00001679,CUST-000264,2025-07-27,40.17,travel,transfer,EUR,completed
TXN-00001680,CUST-000599,2025-04-30,11.55,healthcare,transfer,GBP,pending
TXN-00001681,CUST-000489,2026-04-04,40.28,electronics,transfer,USD,failed
TXN-00001682,CUST-000874,2025-02-18,33.22,dining,credit,GBP,completed
TXN-00001683,CUST-000892,2026-01-26,34.54,dining,debit,GBP,completed
TXN-00001684,CUST-000351,2025-07-13,20.58,travel,credit,GBP,failed
TXN-00001685,CUST-000809,2025-12-29,17.29,dining,credit,GBP,failed
TXN-00001686,CUST-000929,2025-05-20,27.29,utilities,debit,EUR,failed
TXN-00001687,CUST-000069,2025-03-12,92.67,grocery,debit,EUR,failed
TXN-00001688,CUST-000536,2025-06-09,20.8,utilities,debit,GBP,failed
TXN-00001689,CUST-000879,2025-10-12,10.73,dining,debit,USD,failed
TXN-00001690,CUST-000273,2025-01-23,35.82,travel,transfer,USD,completed
TXN-00001691,CUST-000536,2024-10-08,23.53,travel,transfer,GBP,pending
TXN-00001692,CUST-000476,2024-10-19,10.77,dining,debit,EUR,completed
TXN-00001693,CUST-000103,2025-12-22,35.66,dining,credit,GBP,completed
TXN-00001694,CUST-000596,2026-01-29,12.01,utilities,credit,GBP,completed
TXN-00001695,CUST-000604,2025-05-05,98.33,dining,debit,EUR,pending
TXN-00001696,CUST-000616,2025-11-28,14.11,electronics,transfer,EUR,failed
TXN-00001697,CUST-000291,2025-08-02,80.21,entertainment,transfer,USD,pending
TXN-00001698,CUST-000282,2026-03-06,54.12,utilities,credit,USD,completed
TXN-00001699,CUST-000500,2025-12-08,33.99,travel,debit,EUR,failed
TXN-00001700,CUST-000312,2025-07-03,16.6,entertainment,debit,USD,completed
TXN-00001701,CUST-000782,2026-03-26,19.47,electronics,credit,GBP,pending
TXN-00001702,CUST-000106,2026-06-20,9.86,electronics,debit,USD,pending
TXN-00001703,CUST-000805,2026-03-27,19.4,utilities,debit,EUR,failed
TXN-00001704,CUST-000486,2026-01-16,89.76,entertainment,transfer,EUR,completed
TXN-00001705,CUST-000956,2025-05-16,68.68,electronics,credit,GBP,pending
TXN-00001706,CUST-000850,2026-04-29,61.04,dining,transfer,EUR,pending
TXN-00001707,CUST-000006,2025-07-25,60.58,dining,credit,GBP,completed
TXN-00001708,CUST-000999,2025-05-23,30.52,entertainment,transfer,USD,completed
TXN-00001709,CUST-000678,2025-09-22,50.48,electronics,debit,EUR,pending
TXN-00001710,CUST-000810,2024-11-07,22.98,utilities,debit,USD,failed
TXN-00001711,CUST-000516,2025-08-08,29.57,grocery,debit,USD,pending
TXN-00001712,CUST-000741,2026-01-29,29.96,dining,debit,GBP,pending
TXN-00001713,CUST-000705,2025-04-15,37.55,grocery,transfer,EUR,pending
TXN-00001714,CUST-000551,2025-11-19,3.17,grocery,credit,USD,failed
TXN-00001715,CUST-000076,2025-10-10,11.34,dining,debit,USD,failed
TXN-00001716,CUST-000307,2025-03-23,41.77,dining,debit,EUR,failed
TXN-00001717,CUST-000560,2026-05-13,53.94,healthcare,credit,GBP,completed
TXN-00001718,CUST-000144,2026-06-16,49.44,entertainment,transfer,GBP,failed
TXN-00001719,CUST-000322,2024-09-28,88.44,entertainment,credit,GBP,completed
TXN-00001720,CUST-000189,2025-04-30,24.1,electronics,credit,USD,failed
TXN-00001721,CUST-000995,2025-03-06,48.24,utilities,debit,USD,completed
TXN-00001722,CUST-000658,2025-11-06,27.04,dining,debit,GBP,completed
TXN-00001723,CUST-000935,2025-08-22,96.79,healthcare,credit,USD,failed
TXN-00001724,CUST-000895,2025-08-29,232.9,dining,credit,GBP,pending
TXN-00001725,CUST-000650,2025-10-15,9.33,grocery,transfer,USD,failed
TXN-00001726,CUST-000867,2025-08-09,102.74,dining,transfer,GBP,completed
TXN-00001727,CUST-000770,2026-08-06,74.91,utilities,debit,GBP,pending
TXN-00001728,CUST-000075,2025-07-16,11.84,dining,transfer,GBP,failed
TXN-00001729,CUST-000840,2025-03-14,27.34,healthcare,credit,USD,completed
TXN-00001730,CUST-000231,2025-02-25,24.85,entertainment,debit,GBP,failed
TXN-00001731,CUST-000787,2024-12-07,21.35,utilities,debit,GBP,pending
TXN-00001732,CUST-000915,2025-06-19,20.23,grocery,transfer,GBP,completed
TXN-00001733,CUST-000799,2025-12-23,15.1,grocery,credit,EUR,completed
TXN-00001734,CUST-000674,2025-09-16,18.67,dining,credit,USD,completed
TXN-00001735,CUST-000791,2025-12-27,26.31,dining,debit,EUR,completed
TXN-00001736,CUST-000455,2025-06-06,29.81,entertainment,credit,GBP,completed
TXN-00001737,CUST-000096,2025-10-25,122.18,healthcare,transfer,GBP,completed
TXN-00001738,CUST-000167,2025-10-16,49.42,dining,transfer,GBP,pending
TXN-00001739,CUST-000768,2025-09-03,105.89,travel,debit,GBP,pending
TXN-00001740,CUST-000490,2026-03-03,22.69,dining,debit,USD,pending
TXN-00001741,CUST-000823,2025-01-24,1.9,grocery,credit,EUR,pending
TXN-00001742,CUST-000857,2025-08-27,43.41,utilities,debit,GBP,failed
TXN-00001743,CUST-000830,2026-03-04,24.87,electronics,transfer,GBP,pending
TXN-00001744,CUST-000047,2025-02-25,17.18,healthcare,debit,USD,failed
TXN-00001745,CUST-000160,2024-09-22,13.05,grocery,debit,GBP,completed
TXN-00001746,CUST-000888,2026-03-16,52.75,healthcare,credit,USD,pending
TXN-00001747,CUST-000177,2024-11-18,13.1,travel,transfer,GBP,completed
TXN-00001748,CUST-000374,2025-06-07,13.17,electronics,credit,GBP,pending
TXN-00001749,CUST-000931,2026-07-10,114.36,grocery,debit,EUR,completed
TXN-00001750,CUST-000911,2025-01-02,28.42,travel,credit,USD,failed
TXN-00001751,CUST-000387,2024-09-04,121.31,travel,debit,USD,completed
TXN-00001752,CUST-000358,2024-12-04,4.45,entertainment,transfer,EUR,completed
TXN-00001753,CUST-000878,2026-05-03,48.93,electronics,credit,EUR,pending
TXN-00001754,CUST-000132,2025-02-11,19.52,healthcare,transfer,GBP,completed
TXN-00001755,CUST-000490,2024-09-17,31.23,healthcare,debit,USD,completed
TXN-00001756,CUST-000528,2024-10-12,21.97,grocery,transfer,EUR,pending
TXN-00001757,CUST-000909,2025-12-29,40.87,electronics,debit,GBP,failed
TXN-00001758,CUST-000309,2026-08-08,53.59,healthcare,credit,USD,pending
TXN-00001759,CUST-000433,2026-03-30,27.08,utilities,debit,GBP,pending
TXN-00001760,CUST-000648,2025-01-29,19.91,grocery,debit,USD,pending
TXN-00001761,CUST-000331,2026-03-31,9.11,entertainment,credit,USD,failed
TXN-00001762,CUST-000891,2026-05-25,92.66,dining,debit,EUR,failed
TXN-00001763,CUST-000270,2024-10-26,35.57,electronics,transfer,GBP,pending
TXN-00001764,CUST-000346,2024-10-28,6.02,entertainment,transfer,EUR,failed
TXN-00001765,CUST-000099,2026-05-05,47.02,healthcare,credit,USD,pending
TXN-00001766,CUST-000437,2025-02-16,17.05,dining,debit,USD,failed
TXN-00001767,CUST-000730,2024-08-23,3.62,electronics,credit,EUR,failed
TXN-00001768,CUST-000963,2025-04-23,33.47,healthcare,debit,USD,failed
TXN-00001769,CUST-000228,2025-08-09,53.12,utilities,credit,GBP,failed
TXN-00001770,CUST-000799,2025-04-01,39.33,electronics,transfer,USD,failed
TXN-00001771,CUST-000970,2025-08-25,7.65,utilities,transfer,GBP,completed
TXN-00001772,CUST-000864,2025-03-29,115.42,dining,debit,EUR,completed
TXN-00001773,CUST-000983,2024-11-13,97.0,dining,transfer,EUR,pending
TXN-00001774,CUST-000480,2025-03-07,13.77,electronics,debit,USD,pending
TXN-00001775,CUST-000726,2024-11-28,37.01,utilities,transfer,GBP,completed
TXN-00001776,CUST-000061,2025-05-22,49.77,dining,debit,USD,pending
TXN-00001777,CUST-000806,2025-04-16,14.81,healthcare,debit,USD,pending
TXN-00001778,CUST-000073,2025-02-26,14.52,utilities,transfer,GBP,failed
TXN-00001779,CUST-000156,2025-06-05,20.68,electronics,credit,USD,failed
TXN-00001780,CUST-000121,2025-07-08,35.15,entertainment,transfer,GBP,pending
TXN-00001781,CUST-000238,2025-02-08,45.33,grocery,transfer,GBP,failed
TXN-00001782,CUST-000466,2025-07-06,115.15,electronics,debit,EUR,pending
TXN-00001783,CUST-000116,2026-07-06,44.85,travel,transfer,GBP,pending
TXN-00001784,CUST-000777,2025-01-09,18.16,grocery,transfer,GBP,failed
TXN-00001785,CUST-000886,2024-09-30,7.81,utilities,credit,GBP,pending
TXN-00001786,CUST-000432,2025-07-05,44.12,utilities,credit,EUR,completed
TXN-00001787,CUST-000014,2025-09-30,16.46,healthcare,credit,GBP,pending
TXN-00001788,CUST-000107,2025-09-11,31.74,healthcare,credit,GBP,failed
TXN-00001789,CUST-000892,2025-11-26,85.22,healthcare,debit,GBP,failed
TXN-00001790,CUST-000977,2025-07-07,48.34,healthcare,credit,EUR,failed
TXN-00001791,CUST-000763,2026-06-15,28.44,entertainment,transfer,USD,pending
TXN-00001792,CUST-000833,2025-12-01,170.51,dining,transfer,USD,completed
TXN-00001793,CUST-000581,2025-04-04,10.12,electronics,debit,EUR,pending
TXN-00001794,CUST-000822,2026-07-17,10.06,electronics,credit,GBP,pending
TXN-00001795,CUST-000361,2026-07-07,30.64,dining,transfer,GBP,pending
TXN-00001796,CUST-000788,2026-06-07,55.13,entertainment,transfer,GBP,pending
TXN-00001797,CUST-000759,2025-06-19,26.9,entertainment,debit,EUR,completed
TXN-00001798,CUST-000342,2026-05-10,21.32,entertainment,debit,EUR,pending
TXN-00001799,CUST-000104,2025-12-01,23.55,utilities,debit,EUR,completed
TXN-00001800,CUST-000272,2025-01-03,85.58,electronics,credit,EUR,completed
TXN-00001801,CUST-000983,2026-04-14,17.86,healthcare,transfer,GBP,failed
TXN-00001802,CUST-000304,2026-01-10,71.04,dining,transfer,GBP,completed
TXN-00001803,CUST-000204,2025-10-02,58.32,electronics,transfer,EUR,pending
TXN-00001804,CUST-000137,2026-01-09,70.32,healthcare,debit,EUR,completed
TXN-00001805,CUST-000454,2026-02-03,59.95,travel,transfer,EUR,completed
TXN-00001806,CUST-000507,2025-06-23,9.58,travel,debit,USD,pending
TXN-00001807,CUST-000664,2025-02-06,54.61,electronics,debit,USD,failed
TXN-00001808,CUST-000495,2025-07-13,73.12,healthcare,transfer,USD,pending
TXN-00001809,CUST-000191,2025-09-02,103.47,utilities,transfer,EUR,failed
TXN-00001810,CUST-000268,2024-11-18,58.29,electronics,credit,USD,pending
TXN-00001811,CUST-000554,2026-06-29,35.17,entertainment,transfer,GBP,pending
